District,Facility Type,Material Type,Facility ID,Facility Description,Company,Contact Person,Contact Email,Telephone Number,Physical Address,P-Address Line 2,P-Address City,P-Address State,P-Address Zip,P-Address Country,Latitude,Longitude,Mailing Address,M-Address Line 2,M-Address City,M-Address State,M-Address Zip,M-Address Country,Facility Status,Facility Status Date,QCP Status,QCP Status Date
SMO,Plant,Steel Bridge (Pedestrian),BM-AL-004,G&G Steel - Cordova,"G&G Steel, Inc.",Bret Gist,bgist@ggsteel.com,(256) 277-0139,6275 Horsecreek Blvd.,,Cordova,Alabama,35550,,33.752265,-87.156000,6275 Horsecreek Blvd.,,Cordova,Alabama,35550,,Under Review,3/22/2024,Accepted,3/22/2024
SMO,Plant,Steel Bridge (Pedestrian),BM-FL-004,JC Machine Works Corporation,JC Machine Works Corporation,PEDRO L. AMADOR,petea@jcmachineshop.com,(305) 634-5280,5700 NW 32 CT,,MIAMI,Florida,33142,,25.825983,-80.251157,5700 NW 32 CT,,MIAMI,Florida,33142,,Under Review,6/23/2015,Accepted,2/6/2025
SMO,Plant,Steel Bridge (Pedestrian),BR-AL-001,W&W/AFCO Hirschfeld - Montgomery,Hirschfeld Industries,DAVID J. BOWDEN,joey.bowden@hirschfeld.com,(334) 265-6702,1085 PARKER ST,,MONTGOMERY,Alabama,36108,,32.354820,-86.361715,1085 PARKER ST,,MONTGOMERY,Alabama,36108,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-AL-002,Contech Bridge - Ft. Payne,Contech Engineered Solutions LLC,Jeremy Gamble,Jeremy.Gamble@conteches.com,(256) 273-3012,4021 GAULT AVE. SOUTH,,FORT PAYNE,Alabama,35967,,34.398069,-85.762522,4021 GAULT AVE. SOUTH,,FORT PAYNE,Alabama,35967,,Under Review,6/23/2015,Accepted,11/18/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-AL-004,Steward Machine - 50th St.,"Steward Machine Company, Inc.",James Alison,jalison@stewardmachine.com,(205) 841-6461,1240 NORTH 50 STREET,,BIRMINGHAM,Alabama,35212,,33.545348,-86.761427,1240 NORTH 50 STREET,,BIRMINGHAM,Alabama,35212,,Under Review,6/23/2015,Accepted,8/25/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-AL-006,Bailey Bridge / Pioneer Bridge,"Bailey Bridge, Inc.",Kent Wilborn,kwilborn@baileybridge.com,(256) 845-7575,119 40TH STREET NE,,FT. PAYNE,Alabama,35967,,34.483263,-85.686099,119 40TH STREET NE,,FT. PAYNE,Alabama,35967,,Under Review,6/23/2015,Accepted,2/5/2024
SMO,Plant,Steel Bridge (Pedestrian),BR-AL-007,Frontier Gratings,Frontier Gratings,Josh Smith,JSmith@frontiergratings.com,(256) 557-3070,201 63rd St.,,Ft. Payne,Alabama,35967,,34.507200,-85.662685,201 63rd St.,,Ft. Payne,Alabama,35967,,Under Review,6/5/2023,Accepted,6/5/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-AR-001,Prospect Steel Company,Prospect Steel Company,MICHAEL HUPP,michaelhu@lexicon-inc.com,(501) 490-2300,8900 FOURCHE DAM PIKE,,LITTLE ROCK,Arkansas,72206,,34.711200,-92.190152,8900 FOURCHE DAM PIKE,,LITTLE ROCK,Arkansas,72206,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Pedestrian),BR-CA-001,Excel Bridge - Olancha,Excel Bridge Manufacturing Company,KEN LONGINO,kenlongino@excelbridge.com,(562) 944-0701,HWY 395 & HWY 190,,OLANCHA,California,93549,,36.282209,-118.006134,HWY 395 & HWY 190,,OLANCHA,California,93549,,Under Review,6/23/2015,Suspended,2/16/2021
SMO,Plant,Steel Bridge (Pedestrian),BR-FL-001,Florida Structural Steel - Adamo,Florida Structural Steel Company (Precision Build),James Derry,jderry@precisionbuild.com,(813) 241-4361,5205 ADAMO DRIVE,,TAMPA,Florida,33619,,27.951343,-82.396768,5205 ADAMO DRIVE,,TAMPA,Florida,33619,,Under Review,6/23/2015,Accepted,7/22/2025
SMO,Plant,Steel Bridge (Pedestrian),BR-FL-003,Veritas Steel - Palatka,Veritas Steel LLC,Joseph Smith,joseph.smith@veritassteel.com,(386) 328-4683 x4013,211 COMFORT ROAD,,PALATKA,Florida,32177,,29.688854,-81.654629,211 COMFORT ROAD,,PALATKA,Florida,32177,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-FL-005,Tampa Steel Erecting Company,Tampa Steel Erecting Company,Damen Johnson,Damen@tampasteelerecting.com,(813) 677-7184,5127 BLOOMINGDALE AVE,,TAMPA,Florida,33619,,27.893477,-82.399649,5127 BLOOMINGDALE AVE,,TAMPA,Florida,33619,,Under Review,6/23/2015,Accepted,10/31/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-FL-006,"Seacoast, Inc.","Seacoast, Inc.",Eddie Beard,E.Beard@SEACOASTINC.NET,(813) 943-8681,765 Dunbar Ave.,,OLDSMAR,Florida,34677,,28.043000,-82.677000,765 Dunbar Ave.,,OLDSMAR,Florida,34677,,Under Review,3/2/2016,Accepted,12/6/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-FL-007,Florida Structural Steel - Gibsonton,Florida Structural Steel Company (Precision Build),James Derry,jderry@tti-fss.com,(813) 241-4361 x288,12781 US HIGHWAY 41 SOUTH,,GIBSONTON,Florida,33534,,27.808155,-82.387743,12781 US HIGHWAY 41 SOUTH,,GIBSONTON,Florida,33534,,Under Review,3/3/2016,Accepted,7/22/2025
SMO,Plant,Steel Bridge (Pedestrian),BR-GA-002,Steward Machine - Bainbridge,"Steward Machine Company, Inc.",James Alison,jalison@stewardmachine.com,(205) 841-6461,"2431 AIRPORT RD., SOUTH",,BAINBRIDGE,Georgia,39817,,30.899419,-84.602179,"2431 AIRPORT RD., SOUTH",,BAINBRIDGE,Georgia,39817,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Pedestrian),BR-GA-003,Augusta Iron and Steel Works,Augusta Iron and Steel Works,JOSH THOMAS,Josh@AugustaIron.com,(706) 860-7719,3781 Martinez Blvd.,,Augusta,Georgia,30907,,33.515200,-82.081900,3781 Martinez Blvd.,,Augusta,Georgia,30907,,Under Review,5/13/2022,Accepted,5/13/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-IN-001,Industrial Steel Construction / ISC,"Industrial Steel Construction, Inc.",DAVID JOHNSON,DJOHNSON@ISCBRIDGE.COM,(219) 885-7600,86 N BRIDGE,,GARY,Indiana,46404,,41.610501,-87.374609,86 N BRIDGE,,GARY,Indiana,46404,,Under Review,6/23/2015,Accepted,2/25/2021
SMO,Plant,Steel Bridge (Pedestrian),BR-MN-001,Contech Bridge - Alexandria,Contech Engineered Solutions LLC,Shawn Potter,shawn.potter@conteches.com,(320) 345-9129,8301 STATE HIGHWAY 29 NORTH,,ALEXANDRIA,Minnesota,56308,,45.977975,-95.312676,8301 STATE HIGHWAY 29 NORTH,,ALEXANDRIA,Minnesota,56308,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Pedestrian),BR-NC-001,W&W/AFCO Hirschfeld - Colfax,Hirschfeld Industries,NICK LAPOINT,NLapoint@wwafcosteel.com,(336) 707-7948,9035 WEST MARKET STREET,,COLFAX,North Carolina,27235,,36.103395,-80.001415,9035 WEST MARKET STREET,,COLFAX,North Carolina,27235,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-NC-002,W&W/AFCO Hirschfeld - Nashville,Hirschfeld Industries,JEREMY WHEELESS,jeremy.wheeless@hirschfeld.com,(252) 459-7116,341 CORBETT ROAD,,NASHVILLE,North Carolina,27856,,35.968298,-78.005543,341 CORBETT ROAD,,NASHVILLE,North Carolina,27856,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Pedestrian),BR-NC-003,Structural Steel Products,Structural Steel Products,BURL MITCHELL,burl.mitchell@thehalesgroup.net,(919) 553-3034,8027 US 70 BUS HWY W,,CLAYTON,North Carolina,27520,,35.613093,-78.418773,8027 US 70 BUS HWY W,,CLAYTON,North Carolina,27520,,Under Review,6/23/2015,Suspended,1/6/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-OH-001,US BRIDGE,US Bridge,Rajat Shah,Rshah@USBRIDGE.COM,(740) 421-9340,201 WHEELING AVENUE,,CAMBRIDGE,Ohio,43725,,40.025832,-81.599226,201 WHEELING AVENUE,,CAMBRIDGE,Ohio,43725,,Under Review,6/23/2015,Accepted,11/16/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-PA-001,Acrow Bridge / Milton Steel,"Milton Steel, Inc.",JOHN SCHOLL,jscholl@acrow.com,(570) 490-3422,6 CANAL ST.,,MILTON,Pennsylvania,17847,,41.006980,-76.856461,6 CANAL ST.,,MILTON,Pennsylvania,17847,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Pedestrian),BR-PA-009,High Steel Structures - Lancaster,"High Steel Structures, Inc.",Greg Williams,gwilliams@high.net,(717) 209-4647,1911 OLD PHILADELPHIA PIKE,,LANCASTER,Pennsylvania,17605,,40.041793,-76.250623,1911 OLD PHILADELPHIA PIKE,,LANCASTER,Pennsylvania,17605,,Under Review,6/23/2015,Accepted,10/18/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-PA-010,High Steel Structures - Williamsport,"High Steel Structures, Inc.",PAUL MUFFULETTO,pmuffuletto@high.net,(717) 390-4253,3501 WEST FOURTH STREET,,WILLIAMSPORT,Pennsylvania,17701,,41.234200,-77.082591,3501 WEST FOURTH STREET,,WILLIAMSPORT,Pennsylvania,17701,,Under Review,6/23/2015,Accepted,10/18/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-SC-001,Bridge Brothers - Pickens,Bridge Brothers INC,JARROD SOLOMON,jsolomon@bridgebrothersinc.com,(864) 940-8817,225 Pumpkin Town Highway,,Pickens,South Carolina,29671,,34.890217,-82.700620,225 Pumpkin Town Highway,,Pickens,South Carolina,29671,,Under Review,9/13/2023,Accepted,9/13/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-TX-003,W&W/AFCO Hirschfeld – San Angelo,Hirschfeld Industries,RANDALL WILSON,rwilson@wafcosteel.com,(336) 402-3829,112 West 29th Street,,San Angelo,Texas,76903,,31.488208,-100.456059,PO Box 3768,,San Angelo,Texas,76902,,Under Review,9/28/2016,Accepted,3/9/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-VA-001,W&W/AFCO Hirschfeld - Bristol,Hirschfeld Industries,David Wright,dwright@wwafcosteel.com,(336) 312-8665,15083 INDUSTRIAL PARK ROAD,,BRISTOL,Virginia,24202,,36.669296,-82.091484,15083 INDUSTRIAL PARK ROAD,,BRISTOL,Virginia,24202,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-VA-003,Contech Bridge - Abingdon,Contech Engineered Solutions LLC,Andrew Shields,Andrew.Shields@conteches.com,(276) 525-4823,25881 Hillman Highway,,abingdon,Virginia,24210,,36.735715,-81.913868,25881 Hillman Highway,,abingdon,Virginia,24210,,Under Review,11/16/2022,Accepted,11/18/2022
SMO,Plant,Steel Bridge (Pedestrian),BR-WI-001,Veritas Steel - Eau Claire,Veritas Steel LLC,Jeremy Rice,JRice@veritassteel.com,(518) 879-4539,2800 MELBY ST.,,EAU CLAIRE,Wisconsin,54702,,44.863220,-91.473238,PO BOX 1545,,EAU CLAIRE,Wisconsin,54703,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Steel Bridge (Pedestrian),BR-WI-002,Veritas Steel - Wausau,Veritas Steel LLC,Bryan Driscoll,bryan.driscoll@veritassteel.com,(715) 456-3704,3526 WEST SHERMAN ST.,,WAUSAU,Wisconsin,54401,,44.952407,-89.680990,3526 WEST SHERMAN ST.,,WAUSAU,Wisconsin,54401,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Steel Bridge (Pedestrian),MM-KS-001,Shawnee Steel & Welding,Shawnee Steel & Welding,CRAIG PARDUE,craig@shawnee-steel.com,(913) 432-8046 x303,6124 MERRIAM DRIVE,,MERRIAM,Kansas,66203,,39.017660,-94.695170,6124 MERRIAM DRIVE,,MERRIAM,Kansas,66203,,Under Review,6/23/2015,Accepted,1/7/2022
SMO,Plant,Steel Bridge (Pedestrian),MM-KY-003,JR Hoe - Middlesboro,JR HOE,JEFF RAMSEY,jramsey@jrhoe.com,(606) 248-5560,101 Ironwood Rd.,,Middlesboro,Kentucky,40965,,36.613011,-83.714442,PO Box 1737,,Middlesboro,Kentucky,40965,,Under Review,9/2/2020,Accepted,12/18/2024
SMO,Plant,Steel Bridge (Pedestrian),MM-PA-001,LB Foster Company,LB Foster Company,LESTER MILLER,LCMiller@lbfoster.com,(814) 623-6101,202 WEBER LANE,,BEDFORD,Pennsylvania,15522,,40.048396,-78.521689,202 WEBER LANE,,BEDFORD,Pennsylvania,15522,,Under Review,6/23/2015,Accepted,5/29/2020
SMO,Plant,Steel Bridge (Vehicular),BM-AL-003,G&G Steel - Russellville,"G&G Steel, Inc.",Matt Uptain,MUptain@ggsteel.com,(256) 277-0153,15825 HIGHWAY 243,,RUSSELLVILLE,Alabama,35653,,34.483137,-87.726040,POST OFFICE BOX 179,,RUSSELLVILLE,Alabama,35653,,Under Review,6/23/2015,Accepted,3/22/2024
SMO,Plant,Steel Bridge (Vehicular),BM-AL-004,G&G Steel - Cordova,"G&G Steel, Inc.",Bret Gist,bgist@ggsteel.com,(256) 277-0139,6275 Horsecreek Blvd.,,Cordova,Alabama,35550,,33.752265,-87.156000,6275 Horsecreek Blvd.,,Cordova,Alabama,35550,,Under Review,3/22/2024,Accepted,3/22/2024
SMO,Plant,Steel Bridge (Vehicular),BR-AL-001,W&W/AFCO Hirschfeld - Montgomery,Hirschfeld Industries,DAVID J. BOWDEN,joey.bowden@hirschfeld.com,(334) 265-6702,1085 PARKER ST,,MONTGOMERY,Alabama,36108,,32.354820,-86.361715,1085 PARKER ST,,MONTGOMERY,Alabama,36108,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Steel Bridge (Vehicular),BR-AL-004,Steward Machine - 50th St.,"Steward Machine Company, Inc.",James Alison,jalison@stewardmachine.com,(205) 841-6461,1240 NORTH 50 STREET,,BIRMINGHAM,Alabama,35212,,33.545348,-86.761427,1240 NORTH 50 STREET,,BIRMINGHAM,Alabama,35212,,Under Review,6/23/2015,Accepted,8/25/2022
SMO,Plant,Steel Bridge (Vehicular),BR-AR-001,Prospect Steel Company,Prospect Steel Company,MICHAEL HUPP,michaelhu@lexicon-inc.com,(501) 490-2300,8900 FOURCHE DAM PIKE,,LITTLE ROCK,Arkansas,72206,,34.711200,-92.190152,8900 FOURCHE DAM PIKE,,LITTLE ROCK,Arkansas,72206,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Vehicular),BR-FL-001,Florida Structural Steel - Adamo,Florida Structural Steel Company (Precision Build),James Derry,jderry@precisionbuild.com,(813) 241-4361,5205 ADAMO DRIVE,,TAMPA,Florida,33619,,27.951343,-82.396768,5205 ADAMO DRIVE,,TAMPA,Florida,33619,,Under Review,6/23/2015,Accepted,7/22/2025
SMO,Plant,Steel Bridge (Vehicular),BR-FL-003,Veritas Steel - Palatka,Veritas Steel LLC,Joseph Smith,joseph.smith@veritassteel.com,(386) 328-4683 x4013,211 COMFORT ROAD,,PALATKA,Florida,32177,,29.688854,-81.654629,211 COMFORT ROAD,,PALATKA,Florida,32177,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Steel Bridge (Vehicular),BR-FL-005,Tampa Steel Erecting Company,Tampa Steel Erecting Company,Damen Johnson,Damen@tampasteelerecting.com,(813) 677-7184,5127 BLOOMINGDALE AVE,,TAMPA,Florida,33619,,27.893477,-82.399649,5127 BLOOMINGDALE AVE,,TAMPA,Florida,33619,,Under Review,6/23/2015,Accepted,10/31/2023
SMO,Plant,Steel Bridge (Vehicular),BR-FL-006,"Seacoast, Inc.","Seacoast, Inc.",Eddie Beard,E.Beard@SEACOASTINC.NET,(813) 943-8681,765 Dunbar Ave.,,OLDSMAR,Florida,34677,,28.043000,-82.677000,765 Dunbar Ave.,,OLDSMAR,Florida,34677,,Under Review,3/2/2016,Accepted,12/6/2022
SMO,Plant,Steel Bridge (Vehicular),BR-FL-007,Florida Structural Steel - Gibsonton,Florida Structural Steel Company (Precision Build),James Derry,jderry@tti-fss.com,(813) 241-4361 x288,12781 US HIGHWAY 41 SOUTH,,GIBSONTON,Florida,33534,,27.808155,-82.387743,12781 US HIGHWAY 41 SOUTH,,GIBSONTON,Florida,33534,,Under Review,3/3/2016,Accepted,7/22/2025
SMO,Plant,Steel Bridge (Vehicular),BR-GA-002,Steward Machine - Bainbridge,"Steward Machine Company, Inc.",James Alison,jalison@stewardmachine.com,(205) 841-6461,"2431 AIRPORT RD., SOUTH",,BAINBRIDGE,Georgia,39817,,30.899419,-84.602179,"2431 AIRPORT RD., SOUTH",,BAINBRIDGE,Georgia,39817,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Vehicular),BR-IN-001,Industrial Steel Construction / ISC,"Industrial Steel Construction, Inc.",DAVID JOHNSON,DJOHNSON@ISCBRIDGE.COM,(219) 885-7600,86 N BRIDGE,,GARY,Indiana,46404,,41.610501,-87.374609,86 N BRIDGE,,GARY,Indiana,46404,,Under Review,6/23/2015,Accepted,2/25/2021
SMO,Plant,Steel Bridge (Vehicular),BR-NC-001,W&W/AFCO Hirschfeld - Colfax,Hirschfeld Industries,NICK LAPOINT,NLapoint@wwafcosteel.com,(336) 707-7948,9035 WEST MARKET STREET,,COLFAX,North Carolina,27235,,36.103395,-80.001415,9035 WEST MARKET STREET,,COLFAX,North Carolina,27235,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Steel Bridge (Vehicular),BR-NC-002,W&W/AFCO Hirschfeld - Nashville,Hirschfeld Industries,JEREMY WHEELESS,jeremy.wheeless@hirschfeld.com,(252) 459-7116,341 CORBETT ROAD,,NASHVILLE,North Carolina,27856,,35.968298,-78.005543,341 CORBETT ROAD,,NASHVILLE,North Carolina,27856,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Vehicular),BR-OH-001,US BRIDGE,US Bridge,Rajat Shah,Rshah@USBRIDGE.COM,(740) 421-9340,201 WHEELING AVENUE,,CAMBRIDGE,Ohio,43725,,40.025832,-81.599226,201 WHEELING AVENUE,,CAMBRIDGE,Ohio,43725,,Under Review,6/23/2015,Accepted,11/16/2022
SMO,Plant,Steel Bridge (Vehicular),BR-PA-001,Acrow Bridge / Milton Steel,"Milton Steel, Inc.",JOHN SCHOLL,jscholl@acrow.com,(570) 490-3422,6 CANAL ST.,,MILTON,Pennsylvania,17847,,41.006980,-76.856461,6 CANAL ST.,,MILTON,Pennsylvania,17847,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Bridge (Vehicular),BR-PA-009,High Steel Structures - Lancaster,"High Steel Structures, Inc.",Greg Williams,gwilliams@high.net,(717) 209-4647,1911 OLD PHILADELPHIA PIKE,,LANCASTER,Pennsylvania,17605,,40.041793,-76.250623,1911 OLD PHILADELPHIA PIKE,,LANCASTER,Pennsylvania,17605,,Under Review,6/23/2015,Accepted,10/18/2022
SMO,Plant,Steel Bridge (Vehicular),BR-PA-010,High Steel Structures - Williamsport,"High Steel Structures, Inc.",PAUL MUFFULETTO,pmuffuletto@high.net,(717) 390-4253,3501 WEST FOURTH STREET,,WILLIAMSPORT,Pennsylvania,17701,,41.234200,-77.082591,3501 WEST FOURTH STREET,,WILLIAMSPORT,Pennsylvania,17701,,Under Review,6/23/2015,Accepted,10/18/2022
SMO,Plant,Steel Bridge (Vehicular),BR-TX-003,W&W/AFCO Hirschfeld – San Angelo,Hirschfeld Industries,RANDALL WILSON,rwilson@wafcosteel.com,(336) 402-3829,112 West 29th Street,,San Angelo,Texas,76903,,31.488208,-100.456059,PO Box 3768,,San Angelo,Texas,76902,,Under Review,9/28/2016,Accepted,3/9/2023
SMO,Plant,Steel Bridge (Vehicular),BR-VA-001,W&W/AFCO Hirschfeld - Bristol,Hirschfeld Industries,David Wright,dwright@wwafcosteel.com,(336) 312-8665,15083 INDUSTRIAL PARK ROAD,,BRISTOL,Virginia,24202,,36.669296,-82.091484,15083 INDUSTRIAL PARK ROAD,,BRISTOL,Virginia,24202,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Steel Bridge (Vehicular),BR-WI-001,Veritas Steel - Eau Claire,Veritas Steel LLC,Jeremy Rice,JRice@veritassteel.com,(518) 879-4539,2800 MELBY ST.,,EAU CLAIRE,Wisconsin,54702,,44.863220,-91.473238,PO BOX 1545,,EAU CLAIRE,Wisconsin,54703,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Steel Bridge (Vehicular),BR-WI-002,Veritas Steel - Wausau,Veritas Steel LLC,Bryan Driscoll,bryan.driscoll@veritassteel.com,(715) 456-3704,3526 WEST SHERMAN ST.,,WAUSAU,Wisconsin,54401,,44.952407,-89.680990,3526 WEST SHERMAN ST.,,WAUSAU,Wisconsin,54401,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Steel Modular Joints,MM-FL-036,Metro Steel USA - Tavares,Metro Steel USA,Adam Nesmith,Adam@metrosteelusa.com,(352) 742-1395,470 County Rd. 448,,Tavares,Florida,32778,,28.764467,-81.732648,470 County Rd. 448,,Tavares,Florida,32778,,Under Review,12/16/2022,Accepted,12/16/2022
SMO,Plant,Steel Modular Joints,MM-MD-001,Ackerman & Baynes - Baltimore,"Ackerman & Baynes, LLC",RICHARD SMITH,rich.smith@ackbay.com,(410) 342-2216,4211 Erdman Ave.,,Baltimore,Maryland,21213,,39.312182,-76.567197,4211 Erdman Ave.,,Baltimore,Maryland,21213,,Under Review,10/2/2024,Accepted,10/1/2024
SMO,Plant,Steel Modular Joints,MM-MI-001,"Cox Brothers Machining, Inc.","Cox Brothers Machining, Inc.",JULIE RECTOR,julie.rector@coxbro.com,(517) 796-4662,2300 E. GANNON ST.,,JACKSON,Michigan,49202,,42.254938,-84.375300,2300 E. GANNON ST.,,JACKSON,Michigan,49202,,Under Review,6/23/2015,Suspended,2/16/2021
SMO,Plant,Steel Modular Joints,MM-MS-002,"CL Dews & Sons Foundry & Machinery Co., Inc","C.L. Dews & Sons Foundry & Machinery Co., Inc",CHAD DEWS,CHAD@DEWSFOUNDRY.COM,(601) 520-8555,1599 Edwards Street,,Hattiesburg,Mississippi,39401,,31.303568,-89.285064,1599 Edwards Street,,Hattiesburg,Mississippi,39401,,Under Review,8/25/2017,Accepted,2/16/2023
SMO,Plant,Steel Modular Joints,MM-NY-001,RJ Watson,RJ Watson,SAL MILITELLO,smilitello@rjwatson.com,(716) 901-7020 x21,11035 Walden Ave.,,Alden,New York,14004,,42.899000,-78.517000,11035 Walden Ave.,,Alden,New York,14004,,Under Review,6/23/2015,Accepted,11/26/2024
SMO,Plant,Steel Modular Joints,MM-NY-002,Niagara Bridge and Rail,Niagara Bridge and Rail,KIM KASZA,kkasza@nbrfab.com,(716) 462-4000 x107,2122 CORY DRIVE,,SANBORN,New York,14132,,43.130065,-78.936225,2122 CORY DRIVE,,SANBORN,New York,14132,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Steel Modular Joints,MM-NY-003,Watson Bowman Acme Corporation,Watson Bowman Acme Corporation,COLIN MASON,Colin.Mason@watsonbowmanacme.com,(716) 817-6132,95 PINEVIEW DR,,AMHERST,New York,14228,,43.031983,-78.802548,95 PINEVIEW DR,,AMHERST,New York,14228,,Under Review,6/23/2015,Accepted,12/2/2021
SMO,Plant,Steel Modular Joints,MM-OH-001,DS Brown - N. Baltimore,DS Brown Company,MARK FRANCIS,mfrancis@dsbrown.com,(678) 366-3350,300 E CHERRY ST,,NORTH BALTIMORE,Ohio,45872,,41.187090,-83.674250,300 E CHERRY ST,,NORTH BALTIMORE,Ohio,45872,,Under Review,6/23/2015,Accepted,2/21/2025
SMO,Plant,Steel Modular Joints,MM-OH-011,AMECO USA - Cleveland,AMECO USA,John Harkness,John.Harkness@AMECO-USA.com,(800) 822-9402,4600 West 160th Street,,cleveland,Ohio,44135,,41.428920,-81.812826,4600 West 160th Street,,cleveland,Ohio,44135,,Under Review,2/14/2022,Accepted,2/14/2022
SMO,Plant,Steel Modular Joints,MM-TX-004,GSI Highway Products,GSI Highway Products,DOYLE GOLDMAN,doyle@gsihighway.com,(972) 619-6683,720 WEST WINTERGREEN ROAD,,HUTCHINS,Texas,75141,,32.626645,-96.710314,720 WEST WINTERGREEN ROAD,,HUTCHINS,Texas,75141,,Under Review,6/23/2015,Accepted,2/11/2022
SMO,Plant,Steel Modular Joints,MM-TX-009,Cody Builders Supply Inc.,Cody Builders Supply,JOSH ESTEVES,josh@codybuilderssupply.com,(512) 339-9834,8000 Blue Good Rd.,,Manor,Texas,78653,,,,8000 Blue Good Rd.,,Manor,Texas,78653,,Under Review,4/25/2025,Accepted,4/25/2025
SMO,Plant,Structural Concrete,VA-001,"Coastal Precast Systems III, LLC","Coastal Precast Systems III, LLC",DANIEL MOREFIELD,dmorefield@cpsprecast.com,(757) 342-3455,1134 Bayshore Rd.,,Cape Charles,Virginia,23310,,37.260466,-76.020227,1134 Bayshore Rd.,,Cape Charles,Virginia,23310,,Under Review,12/14/2021,,
SMO,Plant,Timber,T002,"SI Storey Lumber Company, Inc.","SI Storey Lumber Company, Inc.",CHARLES R. COLEMAN,charlie@sistoreylumber.com,(706) 234-1605,285 SIKE STOREY ROAD,,ARMUCHEE,Georgia,30105,,34.409301,-85.226836,PO BOX 99,,ARMUCHEE,Georgia,30105,,Under Review,6/23/2015,Accepted,5/2/2019
SMO,Plant,Timber,T003,PRIDE ENTERPRISES,Pride Enterprises,TIM HANNON,thannon@pride-enterprises.org,(352) 258-0458,13825 NE 285th Lane,,RAIFORD,Florida,32083,,30.074142,-82.190038,13825 NE 258th CT,,RAIFORD,Florida,32083,,Under Review,6/23/2015,Accepted,9/30/2021
SMO,Plant,Timber,T005,"Koppers - Eutawville, SC",Koppers (Carolina Pole),Phillip Kizer,kizerpw@koppers.com,(803) 492-7728,237 FORESTRY ROAD,,EUTAWVILLE,South Carolina,29048,,33.375028,-80.359885,PO BOX 70,,EUTAWVILLE,South Carolina,29048,,Under Review,6/23/2015,Accepted,9/19/2018
SMO,Plant,Timber,T006,"B&M Wood Products, Inc.","B&M Wood Products, Inc.",JAMES STOVALL,bmwood@gate.net,(800) 451-0385,4137 MANOR MILLWOOD ROAD SOUTH,,MANOR,Georgia,31550,,31.126903,-82.583462,PO BOX 22,,MANOR,Georgia,31550,,Under Review,6/23/2015,Accepted,2/9/2016
SMO,Plant,Timber,T008,SOUTHERN PINE TIMBER PRODUCTS,Southern Pine Timber Products,RICHIE LONGANECKER,pinelogger@aol.com,(813) 681-7600,6910 LITHIA PINECREST ROAD,,LITHIA,Florida,33547,,27.849926,-82.170114,PO BOX 1177,,LITHIA,Florida,33547,,Under Review,6/23/2015,Accepted,12/29/2017
SMO,Plant,Timber,T009,American Pole and Timber,American Pole and Timber,Eric Lincoln,Eric@PoleandTimber.com,(800) 460-8627,12317 Almeda Rd.,,Houston,Texas,77045,,29.630800,-95.410100,12317 Almeda Rd.,,Houston,Texas,77045,,Under Review,5/24/2022,Accepted,5/24/2022
